comment,processed_comment,season
最后钱德与莫妮卡的求婚，感动的有泪眼闪光.....这季回忆的集好多，一路走来，感动常在。,钱德莫妮卡求婚感动泪眼闪光这季回忆集好多一路走来感动常在,6
人生里第一次流下感动的眼泪，还流了那么多。,人生里第一次流下感动眼泪还流,6
M和C终于订婚了。,MC终于订婚,6
chan和mon的求婚，订婚以及一起描绘未来的形状，没有一次让我失望，没有一回不让我感动到流泪,chanmon求婚订婚描绘未来形状失望一回不让感动流泪,6
http://movie.douban.com/review/5832199/,httpmoviedoubanreview5832199,6
這一季怎麼這麼多閃回。Bruce Willis美得炸裂。,這一季怎麼這麼閃回.BruceWillis美得炸裂,6
结婚结婚结婚！！！太喜欢Rachel和Paul在一起的戏份啦~~~Bruce Wills喜剧也可以演呐~~~,结婚结婚结婚.喜欢RachelPaul戏份BruceWills喜剧演呐,6
这季虽然动力不足，但是看得还挺舒心的，感情线没那么惹人厌了。笑点基本都在菲比身上了，这个人物真是越来越讨人喜欢。,季动力看得挺舒心感情线惹人厌.笑点菲比身上人物越来越讨人喜欢,6
"2011,07,10--2011,07,13",2011071020110713,6
Monica Bing 哈哈哈,MonicaBing哈哈哈,6
"虽然感觉Richard是Monica的soulmate，但是Chandler进去看到了那杯水也反应了Mon喜欢，我就知道，他一样是。
他想留着先不打开礼物，只为看Monica惊喜的表情；说到最棒的sex，他首先想到Monica；他知道\"你不必什么都争第一\"；他逐渐克服了害怕承诺；还有，虽然是上一季，但是还是被感动的稀里哗啦，\" It's a four.\"他在4和5之间选了4，他要娶Monica。最爱chan-chan man，永远有温情。
大半夜终于看到求婚这一集，哭死了。希望明早不要变成单眼皮。还有，就此打住吧。我不急一时看完的。我不想再熬夜了。",感觉RichardMonicasoulmateChandler杯水Mon喜欢.想留先打开礼物只为Monica惊喜表情.棒sex想到Monica.都争第一.克服害怕承诺.一季感动稀里哗啦Itsa选娶Monica.最爱chanchanman永远温情.大半夜终于求婚一集哭死了.希望明早单眼皮.急完.不想熬夜,6
U R getting married！！！,URmarried,6
前三分之二都略显疲软，试图用换室友的sit-com惯用模式编排一些新的排列组合。从Rachel和Ross同时dating父女组开始出现转机，连着几集都非常好笑，收尾的求婚集也太太太好哭了！,三分之二略显疲软试图用换室友sit惯用模式编排新排列组合.RachelRossdating父女组转机几集好笑收尾求婚集太太太好哭,6
其实我不太喜欢MON 可能由于她有的时候强迫症的有点儿烦= =不过 最后理查德对C说内句好好对她的时候 还是把我戳中无误啊……,喜欢MON强迫症有点儿烦理查德C内句好好戳无误,6
你们终于要get married。,终于married,6
最后求婚真是好感人。,求婚好感,6
本季最后，Chandler终于向Monica求婚了。。不容易啊TvT，这两小孩也算经历了不少，看着Chandler终于从一个害怕承诺的男人渐渐转变，Monica真是功不可没。温馨又美好，彼此搀扶，这才是最理想的爱情,本季Chandler终于Monica求婚.TvT两小孩算经历看着Chandler终于害怕承诺男人渐渐Monica功不可没.温馨美好搀扶这才理想爱情,6
莫妮卡求婚简直是催泪神器，看一次哭一次，但是我也就看了百十来遍吧,莫妮卡求婚催泪神器哭百十来遍,6
第六季不如以前搞笑了。看到Chandler向Monica 求婚之前的plan 真是把我急得！！！！！求婚的时候感动死我了::>_<::,第六季搞笑.ChandlerMonica求婚plan急.求婚感动死,6
一个猜想，一定对：Ross和Rachel出场时间越短，剧集质量越高。,猜想RossRachel出场时间越短剧集质量越高,6
钱德勒和莫妮卡是顺利的情感故事，瑞秋和罗斯被牺牲为笑料，似乎并没有建立起来欢喜冤家宿命一对的感觉。老友记六个人和团体之外的人的恋爱关系总是在好像稳定的下一刻发现对方的一个充当笑料的缺点。也许是这几天连着看的原因，不现实感更强烈了。,钱德勒莫妮卡顺利情感故事瑞秋罗斯牺牲笑料建立欢喜冤家宿命一对感觉.老友记六个团体恋爱关系好像稳定一刻发现充当笑料缺点.也许几天原因现实感,6
"这一季除了钱勒发胖，其他成员都变得好看了。另，最后一集的片尾曲是Wonderful Tonight,这首歌是怎么回事嘛，最近老是无缘无故跳出来打扰我的情绪！最后，这一季我发现了罗斯的可爱。",一季钱勒发胖成员变得好看.一集片尾曲WonderfulTonight首歌怎么回事无缘无故跳打扰情绪.一季发现罗斯可爱,6
第一次看到第六季略感狗血看不下去了。后来没得看了继续，完结了十季。每一季都有几集可圈可点的,第一次第六季略感狗血看不下去.没得完结十季.一季几集可圈可点,6
Chandlerc 向 Monica 求婚,ChandlercMonica求婚,6
最后一集反转反转再反转 最后烛光求婚的场景也太太美好了,一集反转反转反转烛光求婚场景太太美好,6
我的大三结束了，老友记第六季结束了。,大三结束老友记第六季结束,6
M和C真是让人老泪纵横,MC老泪纵横,6
chandler怎么胖了那么多,chandler胖,6
mon和chan订婚那一刻 响起了 wonderful tonight 被感动到了,monchan订婚那一刻响起wonderfultonight感动,6
有点无聊的一季度。,无聊一季度,6
布鲁斯威利斯客串的还真用心。,布鲁斯威利斯客串真用心,6
兄妹俩的routine实在是。。。虚拟六人行那集好好好好看～越来越爱你们每一个人了～Mon和Chandler，最后的结局，太感人了，幸福啊,兄妹俩routine实在.虚拟六人行那集好好好好看越来越爱MonChandler结局感人幸福,6
好久没看。听到熟悉的i'll be there for you 真是感动,听到熟悉ill感动,6
钱德向莫妮卡求婚了。我从来没有因为一个男人和女人拿出戒指只为了一个comittment而动心过，这一次我居然泪如雨下。,钱德向莫妮卡求婚.男人女人拿出戒指comittment动心泪如雨下,6
精神食粮。虽然不喜欢mon 但感情上她一直坚持的原则是值得每一个姑娘深思的 are we serious? 我们要对青春和未来负责任。她能遇到chandler真是三生有幸！！,喜欢mon感情原则值得姑娘深思.青春未来负责.chandler三生有幸,6
莫妮卡和钱德勒...到现在不知不觉看到第六季了并且居然看完了..............................不自觉鼻子酸求婚那个地方 其实一直在哭....ai...,莫妮卡钱德勒第六季完自觉鼻子酸求婚地方哭ai,6
怎么办！看完了我要怎么办！T^T,TT,6
chandler和monica真的订婚了啊啊啊啊啊啊啊啊啊啊啊啊啊啊好棒！一如既往有趣又温暖~【9.8】,chandlermonica真的订婚啊啊啊啊啊啊啊啊啊啊啊啊棒.一如既往有趣温暖9.8,6
最后一集真的看哭了，我好喜欢钱德勒宾和乔伊，有这样的朋友太好了,一集真的哭喜欢钱德勒宾乔伊朋友太好了,6
剧情上又是高起低落，好在最后有个让人欢喜雀跃的季终！这季Joey真的相当让人烦呀！但布鲁斯·威利斯的牛逼客串实在太光芒万丈了，短短3集，无法释怀～,剧情高起低落有个欢喜雀跃季终.这季Joey真的人烦.布鲁斯威利斯牛逼客串实在光芒万丈短短集释怀,6
一点点看钱德勒胖起来，下巴尖到喉咙连成一条斜线。。布鲁斯威利斯的客串最惊艳，估计也只有在这里客串过这种角色。。。,一点点钱德勒胖下巴尖到喉咙连成一条斜线.布鲁斯威利斯客串惊艳估计客串角色,6
求婚的时候我都要哭了。他们真得已经走进我的生活了！,求婚哭.真走进生活,6
我看的第一季。他们从拉斯维加斯归来~,拉斯维加斯归来,6
差一大半没看全 都因为版权被删了,一大半没看全版权被删,6
人物性格有点崩,人物性格崩,6
"一转眼第六季也看完了。chandler颜值真的没了呜呜呜我好心碎。尤其是第20集各种闪回那里简直心碎，我的神颜钱钱啊。大家都说20集水回忆但是我还蛮喜欢的，好多情节我也忘了，可是闪回还是好感动，这帮人吵吵闹闹然后重归于好继续在一起，真的很令人羡慕。而且我的chandler和joy的cp短暂的复活了呜呜呜，他们俩拥抱闪回那里真的好感动。

这季大概是我目前为止最爱的一季吧，只因为最后一集。真的哭死我了，两个天生一对的人走到了一起，害怕付出的钱钱给了承诺，呜呜呜呜我真的太爱chandler了，好像要一个这样的男朋友。",第六季完.chandler颜值真的呜呜心碎.20集闪回心碎神颜钱钱.20集水回忆喜欢好多情节忘闪回感动这帮吵吵闹闹重归于好真的令人羡慕.chandlerjoycp短暂复活呜呜俩拥抱闪回真的感动.季目前为止最爱一季一集.真的哭死两个天生一对走害怕付出钱钱承诺呜呜呜呜真的太爱chandler好像男朋友,6
钱德勒终于向莫尼卡求婚啦！莫尼卡结尾说的话真感人！,钱德勒终于莫尼卡求婚.莫尼卡结尾真感人,6
凡是Friends，不管第一季第二季还是第十季，我都打五星。。我是脑残粉！！！ PS: 求婚那里好感动 我爱monica and chandler,Friends第一季第二季第十季五星.脑残粉.PS求婚感动爱monicachandler,6
求婚一段我哭了。,求婚一段哭,6
22集有点水，满满都是回忆,22集水满满回忆,6
aw。。他们真好。。。RICHARD也很好！！！！！！RICHARD真的很好！！！！！！！！！！！！！！！！！,RICHARD真的,6
结尾真幸福,结尾真幸福,6
这季水准下降太多啊，钱德勒的幽默感都被relationship给谋杀了吗？,季水准下降太多钱德勒幽默感relationship谋杀,6
不容易的。。第五季是去年暑假看完的。。第六集现在才看好！！,第五季是去年暑假完.第六集看好,6
角色们重新开始成长。,角色成长,6
以莫妮卡和钱德为主角，这一部我不太喜欢。,莫妮卡钱德为主角一部喜欢,6
终于 chandler向monica求婚了,终于chandlermonica求婚,6
这季最好看了！,这季好看,6
钱德勒终于求婚了，太感人,钱德勒终于求婚感人,6
超级喜欢这季的最后两集！,超级喜欢这季两集,6
Chandler向Monica求婚那段超感动，哭了好几次。。。,ChandlerMonica求婚那段超感动哭几次,6
又是一个月的恶补~除了中间几集的闪回两人摸不清头脑之外，这还依然是那个完美的不可替代的神剧~最后一集最后五分钟哭成泪人，MON跪下来求婚的那一刻，我知道她是深思熟虑的~她毅然决然地拒绝了成熟前男友的邀约，这种女人无疑是勇敢的并且知道什么才是自己的归宿~我爱这些真实的男人女人们~JOEY够了！,一个月恶补几集闪回两人摸不清头脑依然完美神剧一集五分钟哭成泪人MON跪下求婚那一刻深思熟虑毅然决然拒绝成熟前男友邀约女人无疑勇敢归宿爱真实男人女JOEY够,6
Chandler是中年危机了吗，这季怎么这么肥？！Joey变得很欠扁！,Chandler中年危机季肥.Joey变得欠扁,6
《老友记》的一大问题是反智，读到的一篇标题相当耸人听闻（“How a TV Sitcom Triggered the Downfall of Western Civilization“）的文章也控诉了这件事。反智的剧情在整个剧中实在太多，对Ross的任何涉及研究话题的嘲笑，甚至Joey和Phoebe这两个角色对任何复杂事物甚至复杂句子所表示出的不屑，拒绝深刻，拒绝复杂的精神也深刻影响了美国文化。,老友记一大反智读到一篇标题耸人听闻HowaTVSitcomTriggeredDownfallWesternCivilization文章控诉这件事.反智剧情剧中实在Ross研究话题嘲笑JoeyPhoebe两个角色复杂事物句子不屑拒绝深刻拒绝精神深刻影响美国文化,6
布鲁斯威斯利客串那几集挺逗，莫妮卡和钱德勒太有爱了,布鲁斯威斯利客串几集挺逗莫妮卡钱德勒太有爱,6
这一季里，Phoebe的麦克出现了。他们最后结婚了，那场婚礼我几乎是噙泪看的。Phoebe从小没有爸爸，十四岁起在大街上生活，谁知道在她独自成长的过程中吃了多少苦呢。太欣慰了，六个人里面最缺爱，最坚强的她，再也不会孤单了。,一季里Phoebe麦克.结婚那场婚礼噙泪.Phoebe爸爸十四岁大街生活成长过程吃苦.欣慰六个最缺爱坚强再也不会孤单,6
这一季陪伴我走过了在星巴克最艰难刻苦的一段时光。每天忙到半夜两点才回到家 觉得最开心的就是打开电脑看两集的《老友记》。其实说实话 我并不是特别喜欢这一季 但也许是心理寄托的作用 每次听见片头曲唱I'll will be there for you的时候就觉得特别的踏实。Chandler和Monica订婚那段看哭了。,一季陪伴走过星巴克艰难刻苦一段时光.忙半夜两点回到家开心打开电脑两集老友记.说实话特别喜欢一季也许心理寄托作用每次听见片头曲唱Ill特别踏实.ChandlerMonica订婚那段哭,6
虚构的两集大赞！缘分这种东西兜兜转转还是会回到它应该出现的地方。M和C终于订婚了！求婚桥段泪目TAT！,虚构两集大赞.缘分东西兜兜转转回到地方.MC终于订婚.求婚桥段泪目TAT,6
最爱的一对求婚了，感动死了。,最爱一对求婚感动死,6
"Friends, 在很多个我最孤独的时光，那些漫长的所谓的低谷，都是你给了我最惬意、最放松的安慰。",Friends孤独时光漫长低谷惬意放松安慰,6
中间想象人生的两集特别有意思，连OP都改了。不过人生还是和原来的走向差不多。Mo在这一季造型特别好看（美女就连胖了脸都一样可爱）。,想象人生两集特别有意思OP改.人生走向.Mo一季造型特别好看美女胖脸可爱,6
看到最后一集钱德勒向莫妮卡求婚，是不是所有人都和我一样泪流成河。,一集钱德勒莫妮卡求婚所有人泪流成河,6
季数过半 非常喜欢老美们的DATING文化 超级喜欢Bruce Willis那部分,季数过半喜欢老美们DATING文化超级喜欢BruceWillis,6
以求婚作为一季结尾真是美剧屡试不爽的招数啊，从布鲁斯·威利斯出场开始集集高能，感觉罗斯结了三次婚的梗可以再用十年。,求婚一季结尾美剧屡试不爽招数布鲁斯威利斯出场集集高能感觉罗斯结了三次婚梗再用十年,6
You made me happier than I could ever image!!,YoumadehappierIimage,6
这季前面十多集平平，以及逐渐后知后觉Joey实在是太可爱了 最后一集各种矛盾纠结实在揪心（别再玩欲拒还迎那一套了干），灌注了太多感情在每个角色上，哭成泪人了...好事多磨,季十多集平平后知后觉Joey实在可爱一集矛盾纠结实在揪心玩欲拒迎一套干灌注感情角色哭成泪人好事多磨,6
喜欢抱抱合集！,喜欢抱抱合集,6
布鲁斯威利斯厉害了,布鲁斯威利斯厉害,6
Monica向Chandler求婚的场景看得泪眼婆娑感动不已,MonicaChandler求婚场景泪眼婆娑感动不已,6
求婚那段哭了,求婚那段哭,6
"想着看两集睡觉，但从意识到Chan的求婚计划之后就欲罢不能。
我好想知道这个一直在胆怯、恐惧承诺的男孩，能不能最后迈出那一步。
Chan和Mon都是自卑到骨子里的，极度缺乏安全感，只是体现方式不同，一个畏缩，一个渴求，或者说Mon还多了股韧劲儿。没有比他们更登对的人了。
被暴击了，我真的没有想到，这辈子竟然有那么几个瞬间，我会觉得，爱情，甚至是婚姻，其实也没有那么遥远而绝望。
似乎对命运，对邂逅，对遇见一个对的人重新产生了希望。他们俩是可爱的，但绝不是完美的；我是有缺陷的，或许也会在某个人的眼中变得可爱呢？",想着两集睡觉意识Chan求婚计划欲罢不能.想胆怯恐惧承诺男孩迈出一步.ChanMon自卑骨子里缺乏安全感体现方式畏缩渴求或者说Mon股韧劲儿.暴击真的想到这辈子几个瞬间我会爱情婚姻遥远绝望.命运邂逅遇见希望.俩可爱完美.缺陷眼中变得可爱,6
有点水的一季，除了“如果没有”两集外，没啥大事件推动的剧情，除了结尾两集。莫妮卡这季身材怎么突然这么好。,水一季两集外事件推动剧情结尾两集.莫妮卡季身材,6
Ross和Rachel离婚大战编剧编的好精彩/Joey吃土后终有转机/Chandler秘密求婚收尾太太精彩 （本季瑞茜威瑟斯庞 布鲁斯威利斯客串,RossRachel离婚大战编剧编精彩Joey吃土后终有转机Chandler秘密求婚收尾太太精彩本季瑞茜威瑟斯庞布鲁斯威利斯客串,6
最后求婚又哭惨了。,求婚哭惨,6
虽然只是情景剧，莫妮卡和钱德勒抱在一起的那一刻我还是泪目了。一段关系有结果，太不容易了。在钱德勒眼里，莫妮卡的强迫症控制欲反而让他享受其中，而莫妮卡也能包容钱德勒许多的不成熟。罗斯和瑞秋仍在寻寻觅觅，始终兜不回彼此身边。乔伊还是个只要有披萨或者小姐姐就满足的大男孩。菲比仍然一副怪咖傻大姐模样。上一季罗斯和瑞秋结婚了，这一季莫妮卡和钱德勒结婚了，下一季该整乔伊和菲比？,情景剧莫妮卡钱德勒抱那一刻泪目.一段关系太不容易.钱德勒眼里莫妮卡强迫症控制欲享受莫妮卡包容钱德勒成熟.罗斯瑞秋寻寻觅觅始终兜回身边.乔伊披萨小姐姐男孩.菲比一副咖傻大姐模样.一季罗斯瑞秋结婚一季莫妮卡钱德勒结婚一季该整乔伊菲比,6
求婚那段！好感人,求婚那段,6
当Monica抢先下跪的时候，我发觉我对她的印象从来没这么好过……,Monica抢先下跪发觉印象好过,6
布鲁斯威利斯一出现，强烈感受到电视剧演员和电影演员的差别,布鲁斯威利斯感受电视剧演员电影演员差别,6
没有新剧看的空档期，就看老友记~,新剧空档期老友记,6
爱死第六季了，找回最开始看的时候的感觉，几乎是一口气看下来的，最后飙泪了,爱死第六季找回感觉一口气飙泪,6
求婚那段看哭了~,求婚那段哭,6
我最喜欢的男人订婚了~~,喜欢男人订婚,6
最后的求婚成为十年老友记最让我感动的瞬间。,求婚十年老友记感动瞬间,6
结尾太感人了呜呜,结尾感人呜呜,6
season6博我最多欢笑,season6博欢笑,6
看了无数遍，看到上一句台词都知道下一句台词是什么，但还是看不厌。,无数遍一句台词一句台词不厌,6
强烈要求更新老友记，经典中的经典，练口语的必看啊,强烈要求更新老友记经典经典练口语必看,6
莫妮卡终于和钱德订婚了,莫妮卡终于钱德订婚,6
"Chandler真是越来越肥得无法直视了！但是求婚那一段好感人！其实最感动的不是最后点满蜡烛的房间，而是当Monica以为自己预订礼堂的行为吓坏了Chandler时候，Pheobe走出来问“So did Hildy show you the place?”这个时候Chandler脸上的笑容和那句“Yeah,it's beautiful\"",Chandler越来越肥直视.求婚一段好感.感动点满蜡烛房间Monica预订礼堂吓坏ChandlerPheobe走问SoHildyshowplace.Chandler脸上笑容那句Yeahsbeautiful,6
YY的两集很好，闪回的一集极差。不过比起前几季编剧用心了很多。另外，钱德勒胖得有点不能忍了……,YY两集闪回一集极差.几季编剧用心.钱德勒胖得忍,6
从第六季开始，ROSS就渐渐变得惹人讨厌了,第六季ROSS渐渐变得惹人讨厌,6
这一季结尾看哭了，太温暖了。Chandler真是个好男人。不知不觉追到第6季了，不舍得看下去了。,一季结尾哭温暖.Chandler男人.追到季舍得,6
最好的钱莫，最后求婚的几集真的暴风哭泣，双向奔赴的爱情真的太美好了，他们互相包容互为补充，能够懂得对方的奇奇怪怪，会配合对方的性格，帮助对方，最有爱最坚定的爱情。恭喜钱德勒和莫妮卡终于修成正果，罗斯和瑞秋还要渡劫，乔伊和菲比也会遇到自己的真爱，真的太爱老友记了，还有就是，老友记越往后看，就知道爱情公寓抄袭有多离谱，还抄不到精髓，可恶。,钱求婚几集真的暴风哭泣双向奔赴爱情真的美好包容互为补充懂得奇奇怪怪配合性格最有爱坚定爱情.恭喜钱德勒莫妮卡终于修成正果罗斯瑞秋渡劫乔伊菲比真爱真的太爱老友记老友记越往后爱情公寓抄袭离谱抄不到精髓可恶,6
看老友记会哭吗？！最后两集钱德勒向莫妮卡求婚。。。感动,老友记哭.两集钱德勒莫妮卡求婚,6
虽然老钱已经肥得变形走样，但求婚那场还是感动死了！！！他们两个是真正的在爱里成长，彼此都为对方改变了很多，而且是往好的方向，是真正能落到现实里的正能量爱情。个人认为这季理查德的求婚有点无必要。。,老钱肥变形走样求婚那场感动死.两个爱里成长改变方向落到现实里正能量爱情.季理查德求婚,6
谁能想到chandler和monica真的订婚了啊 monica这季里面变好漂亮 joey ross也纷纷变的好帅 但是chandler头发是怎么回事？最后一集里 当monica的ex杀出来的时候 我忽然觉得“那個最不適合你的人往往在最適合的時間出來阻擋你走向適合的地方”,想到chandlermonica真的订婚monica这季变漂亮joeyross纷纷变好帅chandler头发怎么回事.一集里monica杀那個適合適合時間出來阻擋走向適合地方,6
CM关系突飞猛进，Friends的新时代~,CM关系突飞猛进Friends新时代,6
导演似乎总想让R和R之间发生点什么。C变得很胖。最后一集结婚还不错。,导演总想RR发生.C变得很胖.一集结婚不错,6
最后一集泪奔,一集泪奔,6
还是爱Joey,爱Joey,6
拉夫劳伦，布鲁斯威利斯客串。莫妮卡和钱德勒烛光告白动情。,拉夫劳伦布鲁斯威利斯客串.莫妮卡钱德勒烛光告白动情,6
我的速度还真慢,速度真慢,6
"好幸福的Mon...终于修成正果
求婚段超级感动的",幸福Mon终于修成正果求婚段超级感动,6
大爱chandler 和M在一起超幸福的感觉,大爱chandlerM超幸福感觉,6
第六季我終於總結出David串這六個人的感情關係的基本邏輯了：一定是一方愚蠢一方聰明：起初是古生物博士Ross和富家二貨Rachal; 現在是IT精英Chandler和處女座廚娘Monica， 所以一智一二的標準配置會持續下去，因此神經質的Phebe和文盲演員Joey是不可能在一起的.,第六季我終於總結出David串這六個感情關係邏輯一方愚蠢一方聰明古生物博士Ross富家二貨Rachal.現在IT精英Chandler處女座廚娘Monica一智一二標準配置會持續神經質Phebe文盲演員Joey,6
哦亲爱的莫妮卡和钱勒德，祝你们幸福~????,亲爱莫妮卡钱勒德祝你们幸福,6
这季有些地方觉得有点牵强，像是编不下去了，但最后两集还是蛮感人的。。,季地方牵强像是编不两集感人,6
求婚鸟,求婚鸟,6
独居单身人士休闲必备良品~~^O^,独居单身人士休闲必备良品O,6
恭喜Mon和钱钱！喜欢这季，特别喜欢平行时空的那两集，钱钱和Mon真的是天生一对。这季的Joey真是史上最好朋友典范了，放弃美人室友、不看菲比的片，真是太暖了。,恭喜Mon钱钱.喜欢季特别喜欢平行时空两集钱钱Mon真的天生一对.这季Joey史上朋友典范放弃美人室友不看菲比片真是太暖,6
浪漫的第六季,浪漫第六季,6
CHANDLER向MONICA求婚了！！！！！！！！,CHANDLERMONICA求婚,6
钱莫CP就是最好磕的，他们这一路走来好甜蜜，最后莫妮卡和钱德勒的求婚看的人感动，纯爱战士泪目了！这一季的罗斯依旧搞笑担当，瑞秋颜值达到了巅峰，乔伊终于有了工作还当上了船长，菲比的神经质依旧搞怪浪漫。有时候再回看前几季，发现岁月真的不饶人啊，六人在变老，但记忆也更深刻了，继续开心下去吧！,钱CP磕一路走来甜蜜莫妮卡钱德勒求婚感动纯爱战士泪目.一季罗斯依旧搞笑担当瑞秋颜值巅峰乔伊终于工作当上船长菲比神经质依旧搞怪浪漫.有时候回看前几季发现岁月真的不饶六人变老记忆深刻开心,6
还有4季就补完了还是有点不舍……,季补完不舍,6
本季最后一首：wonderful tonight,本季一首wonderfultonight,6
对的两个人即使满身缺点也能契合有爱，你看莫妮卡和钱德勒。一直都很喜欢菲比的神经质哈哈哈??,两个满身缺点契合爱莫妮卡钱德勒.喜欢菲比神经质哈哈哈,6
求婚好感人。,求婚好感,6
这季怀旧气息好浓，最后几集各种煽情,季怀旧气息浓几集煽情,6
虽然Monica和Chandler终于结婚了，半夜两点感动得稀里哗啦。。。不过如此明显地拖了一整个季，还是四星吧,MonicaChandler终于结婚半夜两点感动稀里哗啦.不过如此拖季四星,7
看到第七季开始觉得不太有意思了。,第七季不太有意思,7
and it was more troubling for me to witness the failing conditions of chanchan,troublingwitnessfailingconditionschanchan,7
不愧是史上最经典sit com！发现连big bang好多梗都是模仿friends的呀~不过从头到尾都还是对monica喜欢不起来，长得倒很美身材也好，就是角色不讨喜~,不愧史经典sit.发现bigbang好多梗模仿friends从头到尾monica喜欢长得倒美身材角色不讨喜,7
休憩63 婚礼季。Gary Oldman客串。chan邀请trans father出席婚礼，一度逃跑又回来，见证了他与自己和解的过程。mo越来越有神经质的味道了。Joey还是可爱有趣得不行,休憩63婚礼季.GaryOldman客串.chan邀请transfather出席婚礼逃跑回来见证和解过程.mo越来越神经质味道.Joey可爱有趣不行,7
又看完一季啦,完一季,7
其实很多桥段模式化到大概都能猜到会发生什么了，但好在没有过分兜售情怀以至于在做喜剧这件事上自暴自弃（对比某抄袭作品后期的原创剧情）。,桥段模式化猜发生过分兜售情怀喜剧这件事上自暴自弃抄袭作品后期原创剧情,7
这是我的治愈剧,治愈剧,7
这季Chandler怎么忽胖忽瘦的？,这季Chandler忽胖忽瘦,7
钱德终于和莫妮卡结婚了，恭喜第一对。ps现在才发现爱情公寓真的好会抄,钱德终于莫妮卡结婚恭喜第一.ps发现爱情公寓真的好会抄,7
钱德跟莫妮卡终于结婚了，结婚时不亚于求婚，依旧很感人……,钱德莫妮卡终于结婚结婚不亚于求婚依旧感人,7
真是每集都能被Joey蠢哭!,每集Joey蠢哭,7
结婚vow又泪奔了,结婚vow泪奔,7
love and marriage  感动,lovemarriage感动,7
照第六季减半颗星但依然五星加。真心有点舍不得看了，怕看完了会很失落。,第六季减半颗星依然五星加.真心舍不得完失落,7
这季Rachel和Monica都老了好多，Chandler 的状态也很迷。,这季RachelMonica好多Chandler状态迷,7
让我相信永远。ChanChan老爸那集大泪点。,ChanChan老爸那集大泪点,7
老友记的牛逼之处在于每季都是高水准，不像现在的一些剧，三四季过后就开始走下坡路了。,老友记牛逼之处每季高水准不像剧四季过后走下坡路,7
这季就有点肥皂剧的感觉了。。恭喜Monica和Chandler！,这季肥皂剧感觉.恭喜MonicaChandler,7
边哭边笑的看完婚礼,哭笑完婚礼,7
凡事包容，凡事相信，凡事盼望，凡事忍耐。爱是永不止息,凡事包容凡事凡事盼望凡事忍耐.爱是永不止息,7
肥皂到极点也是一种胜利,肥皂到极点胜利,7
最后那个宣誓chandler的声音怎么可以那么温柔！~,宣誓chandler声音温柔,7
"这一季基本就是围绕M和C的婚礼筹备进行的   对我来说感觉笑料略低  虽然依然是毫无悬链的五星   薇诺娜瑞德和詹妮弗的世纪之吻啊  短发的瑞秋也甜
难忘钱德勒和莫妮卡构思新房也不忘记要给乔伊留间房养老",一季围绕MC婚礼筹备感觉笑料略低依然悬链五星薇诺娜瑞德詹妮弗吻短发瑞秋甜难忘钱德勒莫妮卡构思新房忘记乔伊留间房养老,7
看的我眼泪哗哗的,眼泪哗哗,7
"钱莫订婚了
大家都过30岁了 oh yeah",钱订婚30岁yeah,7
莫妮卡和钱得要结婚了,莫妮卡钱结婚,7
其实我特期待俩配角的出现：Janice和Joey的烟枪经纪人。“Oh~~My~~God~~”,我特期待俩配角JaniceJoey烟枪经纪人.OhMyGod,7
Monica和Chandler结婚喽！,MonicaChandler结婚,7
结局又是一个大雷,结局大雷,7
爱情公寓的灵感源泉。,爱情公寓灵感源泉,7
小钱钱结婚啦,小钱钱结婚,7
围绕着C和M婚礼展开的一季，中间穿插了很多前几季的review，很温馨，戴眼镜的Chandler秀色可餐，暴瘦是因为吸毒的缘故么...,围绕CM婚礼展开一季穿插几季review温馨戴眼镜Chandler秀色可餐暴瘦是因为吸毒缘故,7
Friends的第七季持续带来更多触动、更多惊喜，以及更多美好时光。,Friends第七季持续带来触动惊喜美好时光,7
我最爱的第七季,爱第七季,7
这一季的monica和前几季格外不同，变得更美了，也安静很多，好像等待成为另一个身份让她更变得温和了吧。不过Chan的变来变去让我不太能把注意力集中在他的笑话上面。其他人还是老样子，Ross的偏执越发严重，Rachel的成长却十分明显，Pheobe和Joey依旧还是最善良可爱的人儿。,一季monica几季变得更美安静好像等待身份变得温和.Chan变来变去不太能注意力笑话.其他人样子Ross偏执越发Rachel成长PheobeJoey依旧善良可爱人儿,7
突然感觉到rachel是个悲剧角色，想想有点难过。,感觉rachel悲剧角色想想难过,7
到后面几季，Ross开始让人有些烦，反倒是Joy后来居上了。,几季Ross烦Joy后来居上,7
Monica我有点欣赏不能 Monica和Chandler结婚了,Monica欣赏MonicaChandler结婚,7
哈哈，这部还挺喜欢。,这部挺喜欢,7
其实还是很喜欢瑞秋和罗斯这一对儿啊。其实六个人里面最幸运的应该是Joey了吧，有Chandler这样的好哥们儿愿意在他没钱的时候毫无怨言的养着他，还肯在他交不起房租的时候上赶着借他钱，这样的友情真是几辈子修来的福气，打着灯笼也难找~ps恶作剧那集真的太爆笑了好嘛！！！,喜欢瑞秋罗斯一对.六个幸运JoeyChandler哥们儿钱怨言养还肯交不起房租赶着钱友情几辈子修来福气打着灯笼难找ps恶作剧那集真的爆笑,7
钱德宝的幽默能被他们理解是多好呀。。,钱德宝幽默理解,7
越看越觉得爱情公寓的主创真的太贱了,越越爱情公寓主创真的太贱,7
终于结婚了,终于结婚,7
