comment,processed_comment,season
同学你长得好像Ross。。,同学长得好像Ross,2
逐渐get到老友记的好。正好在和角色同一个年龄时段看，体会到剧情的“不刻意”感源于剧中的焦灼和快乐，以及很多的剧情冲突都来源于现实生活。Ross念念不忘白月光Rachel，Rachel勾勾手就来了，也不妨碍他现实又功利的考虑：Rachel是个服务员而自己是人类学博士。Chandler害怕孤独终老疯狂date寻求稳定relationship，到头来还是发现自己将就不了。Monica和大叔的相恋到分开，既撕心裂肺又无足轻重，多像现实中对待感情的男男女女。,正好角色同一个年龄时段体会剧情刻意感源于剧中焦灼快乐剧情冲突来源于现实生活.Ross念念不忘白月光RachelRachel勾勾手妨碍现实功利Rachel服务员人类学博士.Chandler害怕孤独终老疯狂date寻求稳定relationship发现自己.Monica大叔相恋分开撕心裂肺无足轻重多像现实感情男男女女,2
Rachel因为Ross列单子的事生气后没有妥协，而是朝前看继续寻找真爱，Monica也没有因为Richard妥协而让他委曲求全，这种健康的爱情观才是我最需要的。,RachelRoss列单子事生气妥协朝前寻找真爱MonicaRichard妥协委曲求全健康爱情观,2
了解美帝的窗口,美帝窗口,2
这绝对是治愈系，不仅仅是喜剧。接着看第三季~,治愈系喜剧,2
二十週年。,二十週年,2
hhh公主的金色比基尼梗，Joey搬走了好在又很快搬回来了，Ross和Rachel终于还是在一起了，一直在等什么时候才会有Monica和Chandler的感情线啊，Julia Roberts客串还是挺美的。,hhh公主金色比基尼梗Joey搬走很快搬回来RossRachel终于MonicaChandler感情线JuliaRoberts客串挺美的,2
情景喜剧果然还是少拍感情戏为妙。,情景喜剧拍感情戏为妙,2
friends必须是全五星,friends全五星,2
我真的不喜欢瑞秋和罗斯这对,真的喜欢瑞秋罗斯,2
"[老友记].Friends.S02.NTSC.DVD.DD2.0.x264.MMI  此版本完成。。。
已中高4kB164    8.9  9.8",老友记FriendsS02NTSCDVDDD2.0x264MMI版本.已中高4kB1648.99.8,2
janice好好笑啊哈哈哈,janice好好笑哈哈哈,2
感觉比第一季更精彩，一屋子的人欢欢乐乐的，挺不错的一部情景喜剧！,感觉第一季精彩屋子欢欢乐乐挺不错一部情景喜剧,2
因为今年《老友记》重聚，所以十几年后第一次重温。这么多年了，仍然没有把喜剧和情感结合的如此之好的第二部剧。不管是喜剧的段位、戏剧冲突设计还是时尚的审美，都毫无陈旧之感，不太敢相信这是二十多年前的剧。第二季是罗斯和瑞秋首次确立感情，想到后来分分合合，中央公园和公寓中的笃定二吻更显珍贵。菲比的“smelly cat”专集让人喷饭；茱莉亚·罗伯茨意外现身堪称惊艳。倒数第二集罗斯儿子出生，一众好友陪伴左右，前妻和女友的变故也无法阻碍他们之间的真诚和爱。如果存在乌托邦，可能这些让人泪奔的美好时刻就是。,老友记重聚十几年第一次重温.多年喜剧情感之好第二部剧.喜剧段位戏剧冲突设计时尚审美陈旧之感不太敢二十多年剧.第二季罗斯瑞秋首次确立感情想到分分合合中央公园公寓笃定二吻更显珍贵.菲比smellycat专集喷饭.茱莉亚罗伯茨意外现身堪称惊艳.倒数第二集罗斯儿子出生一众好友陪伴前妻女友变故阻碍真诚爱.乌托邦人泪奔美好时刻,2
大概是我看过最无聊的几部情景喜剧之一 弃,看过无聊几部情景喜剧弃,2
爱他们每一个  哪怕是珍妮丝,爱珍妮丝,2
第二季大家的发型都好好看，尤其Chandler和Joey 。没想到最后一集Chan和那谁又好了←_←好桑心。也没想到Monica和那谁分手了←_←,第二季发型好好看ChandlerJoey.没想到一集Chan好桑心.没想到Monica分手,2
看了两遍。表示还要被逼着看第3、4、5、、、、、、N遍,逼N遍,2
Joey跟chandler实在太有爱了，最爱依旧是菲比，多年未变,Joeychandler实在太有爱爱依旧菲比多年未变,2
看着看着就觉得朋友真是难得 时间真是个神奇的东西,看着看着朋友时间神奇东西,2
发现没在豆瓣标过第二季 哈哈 补上,发现豆瓣标过第二季补,2
ross和rachel的恋情真是牵动人心,rossrachel恋情牵动人心,2
我们的生活与他们类似了,生活类似,2
一直没时间看，看了好几个月。。。,时间好几个,2
竟然有茱莉亚罗伯茨的客串呢~~,茱莉亚罗伯茨客串,2
EP07当Ross冲进店内捧起Rachel的脸亲吻时，心跳漏了一拍。,EP07Ross进店捧起Rachel脸亲吻心跳漏拍,2
到了第二季，发现钱德勒戏份增加了。,第二季发现钱德勒戏份增加,2
时代性过强，用梗以及氛围略显可以，价值存在于贴身的陪伴——也即时代性，还有对时代的展示与映照。Giovanni Ribisi的跑场真是hhhh,时代性强梗氛围略显价值贴身陪伴时代性时代展示映照.GiovanniRibisi跑场hhhh,2
钱德和乔伊完全诠释了男生的友谊啊,钱德乔伊诠释男生友谊,2
Chandler的搞笑在最后的部分回复到了高潮很让人开心，Phoebe的MV Smelly Cat绝对是全季的最高爆笑点。,Chandler搞笑回复高潮开心PhoebeMVSmellyCat全季爆笑,2
第二季总算开始有点搞笑了，晚上躺床上无聊看几集还不错~,第二季总算搞笑躺床上无聊几集不错,2
越来越喜欢Pheobe！！,越来越喜欢Pheobe,2
全剧的高潮就是rachel和ross了,全剧高潮rachelross,2
瑞秋最后拿起麦克风唱起曾经觉得丢人的歌 我们就是要这样敢于面对一切的一切,瑞秋麦克风唱起丢人歌面对,2
重温系列,重温系列,2
一些光。缓慢的缓慢的把这些当成一些希望。,缓慢缓慢当成希望,2
我已经猜到理查的莫妮卡会分手,猜理查莫妮卡分手,2
超级搞笑且有温情。,超级搞笑温情,2
上一季中，罗斯苦恋瑞秋，生出些纠结嫉恨，这季则反过来;乔伊搬家一段，他和钱德前后的各种反应，可以看出，在这个故事里，无论是爱情，还是友情，他们在情感上都是对等的，“优劣势”会对调，没有人能够永远处于上风。依然最喜欢菲比。,一季罗斯苦恋瑞秋生出纠结嫉恨这季.乔伊搬家一段钱德故事里无论是爱情友情情感优劣势对调永远上风.依然喜欢菲比,2
chandler戏份加重，我依然对rr恋无法投入，季初二人为了list大闹是蹩脚的桥段，但是最后一集婚礼上rachel在台上唱歌，ross在她忘词的地方提醒真是绝好的细节——rachel没有在ross发表那篇“声明”后将周遭的诋毁迁怒与他，她也不是在ross的鼓励下登上舞台，但是当她登上舞台的时候ross支持她，真好。joey原野奇侠慢镜头。j&c好友闹僵真的好似分手。les wedding 也是类似对“出格”的拥抱。phebe真美，服饰都非常好看，她又是这么游离于这个“家庭”，既不住在一起，也没有血缘或同样的阶层背景,chandler戏份加重依然rr恋投入季初二人list大闹蹩脚桥段一集婚礼rachel台上唱歌ross忘词地方提醒绝好细节rachelross发表那篇声明周遭诋毁迁怒ross鼓励登上舞台登上舞台ross支持真.joey原野奇侠慢镜头.jc好友闹僵真的好似分手.leswedding类似出格拥抱.phebe真美服饰好看游离家庭住在一起血缘阶层背景,2
心情好要看FRIENDS，心情不好更要看FRIENDS。,心情好要FRIENDS心情不好更要FRIENDS,2
乔伊和钱德勒真是好基友一辈子啊！我想我是真的喜欢上了这部肥皂剧了！8.6,乔伊钱德勒基友一辈子.想真的喜欢这部肥皂剧,2
继续支持。前些年的中文字幕看得不全，这次要把英字看完。,前些年中文字幕看得不全英字完,2
常看常乐.,常看常乐,2
Ross和瑞秋在一起了,Ross瑞秋,2
上帝之手,上帝之手,2
总算没在最后一集搞悬念了，不过倒是这季最有戏剧性的一集，有人分开，但也总有人会复合,总算一集搞悬念倒这季戏剧性一集有人分开总有人复合,2
最简单的快乐最长久,简单快乐长久,2
开始变得非常有趣了。,变得有趣,2
Chandler真是笑死我了~~,Chandler笑死,2
还是最喜欢chandler和phoebe。。。这一季ross列清单说julie和rachel那一集真感人，虽然r很多缺点，j是完美女友，但是she is not rachel。。ross一张幡然醒悟的表情又好笑又感人。。,喜欢chandlerphoebe.一季ross列清单julierachel一集真感人r缺点j完美女友rachel.ross一张幡然醒悟表情好笑感人,2
瑞秋和罗斯终于在一起了，每每看到此幕都觉得很温暖。,瑞秋罗斯终于此幕温暖,2
精彩依旧~,精彩依旧,2
最后一集，穿着像粉色口香糖泡泡裙的瑞秋唱着 Copacabana,一集穿着粉色口香糖泡泡裙瑞秋唱Copacabana,2
最喜欢当然是瑞秋罗斯在一起了和钱德乔伊这对基友的分合。莫妮卡真不挑啊那样的大叔……菲比依然以奇特方式维持存在感。,喜欢瑞秋罗斯钱德乔伊基友分合.莫妮卡真挑大叔.菲比依然奇特方式感,2
"罗斯刚刚跟瑞秋在一起，发现自己超像Monica。控制欲超强。。。The list罗斯电台点歌&Joey Moves Out事件~噢！男人的友情啊~~~呵呵，还有其实我也想要个查理那样的老男人T,T~~~",罗斯刚刚跟瑞秋发现自己超像Monica.控制欲超强.Thelist罗斯电台点歌JoeyMovesOut事件噢.男人友情想要查理男人TT,2
S2，条目增补；S1由总条目代替,S2条目增补.S1总条目,2
当年在S家几罐冰啤酒、一盒pizza、还有哈哈镜，两人席地而看。现在每晚睡前看一两集，笑得不能自已。心情大不相同了，现在好像更识笑更开怀。,当年S家几罐冰啤酒一盒pizza哈哈镜两人席地.每晚睡前一两集笑不能自已.心情大不相同好像更识笑开怀,2
这一季明星很多的说，我看到了罗伯茨和查理辛，还有波姬小丝~,一季明星罗伯茨查理辛波姬小丝,2
最爱天然呆Phoebe!! 看《老友记》真的会上瘾啊!! 比起第一季 看起来顺畅很多 一口气连看四集都还觉得不够。美美的瑞秋终于和傻大个罗斯终成眷属 妮卡的老男友绅士有型。 这真是一部神奇的美剧! 任何时候看都能为我打扫坏心情。你们六个活宝 笑死我了好吗!!!,爱天然呆Phoebe.老友记真的上瘾.第一季顺畅一口气连看四集.美美瑞秋终于傻大个罗斯终成眷属妮卡男友绅士有型.一部神奇美剧.打扫坏心情.六个活宝笑死,2
这个片的评论太强悍了,片评论强悍,2
越看越觉得好看。,越越好看,2
菲比怎么看都是个怪女孩。,菲比女孩,2
最簡單的快樂最長久,簡單快樂最長久,2
一口气看了四季，这一切的罪恶都是从圣诞节看到S2E9开始，没忍住又把前后都看了。经典就是经典，弥补我错失的十年。这一季Mo和Richard的线写得真漂亮。他经历了一切只想享受二人世界，而她却对美满家庭怀揣梦想。平庸小事可以耗尽很多情侣的情感账户，但真正决定能否走下去的都是大的节点。,一口气四季罪恶是从圣诞节S2E9忍住.经典经典弥补错失十年.一季MoRichard线写真漂亮.经历只想享受二人世界美满家庭怀揣梦想.平庸小事耗尽情侣情感账户走节点,2
喜欢Pheobe~~~,喜欢Pheobe,2
算了真心看不完。。,算了真心看不完,2
好喜欢莫妮卡,喜欢莫妮卡,2
第二季感觉较差。,第二季感觉较差,2
那时候真好13集的茱莉亚罗伯茨真漂亮,真好13集茱莉亚罗伯茨真漂亮,2
轮流分手的节奏,轮流分手节奏,2
"第七集看多少遍都感动，第八集那句It's always been you, Rach. 好催泪",第七集遍感动第八集那句ItsRach,2
每一季都是满星·,一季满星,2
他们六个不是住一起的话，其实不太可能成为朋友的,六个住不太可能朋友,2
Ross试图在新欢Julie、旧爱Rachel之间取舍，他拿两张纸，分别列出两位姑娘的缺点，列罢Rachel一大堆缺点后，他转向完美女友Julie，只想出一个缺点：She's not Rachel。,Ross试图新欢Julie旧爱Rachel取舍两张纸列出两位姑娘缺点列罢Rachel一大堆缺点转向完美女友Julie只想出缺点ShesRachel,2
9月看的 衣服都好潮啊 看着看着终于明白为什么rachel是美国甜心了 最后rachel趴在chandler背上那个表情 我都看哭了 joey超级可爱 意大利男室友hhhh,衣服好潮看着看着终于明白rachel美国甜心rachel趴在chandler背上表情哭joey超级可爱意大利男室友hhhh,2
笑果更好，乔伊的疯狂女粉丝这一集太有意思了，罗斯和瑞秋高中时候录像带一集甚至略伤感。,笑果更好乔伊疯狂女粉丝一集有意思罗斯瑞秋高中录像带一集伤感,2
越来越喜欢Chandler了,越来越喜欢Chandler,2
比第一季更好看。之前看到07年附注我爱你里那个熟悉的人，果然就是Pheobe。岁月青葱，这个时候已经老了不知道多少，那个时候还如此年轻。或许多少年后看这部剧，就觉得在看自己的青春吧？还好我才看到第二季。,第一季更好.07附注我爱你里熟悉Pheobe.岁月青葱年轻.少年这部剧青春.还好第二季,2
